record_id,timestamp,date,day_of_week,hour_of_day,month,location,vehicle_type,weather,event_type,total_slots,occupied_slots,available_slots,occupancy_rate,traffic_level,price_per_hour_inr,demand_level
423,2025-02-22 18:00:00,2025-02-22,5,18,2,Adyar,SUV,Cloudy,None,80,63,17,0.787,Medium,39.35,Medium
424,2025-02-22 21:00:00,2025-02-22,5,21,2,Guindy,SUV,Clear,Sale,50,40,10,0.8,High,36.27,High
425,2025-02-23 00:00:00,2025-02-23,6,0,2,Tambaram,SUV,Cloudy,None,80,49,31,0.613,Medium,31.01,Medium
426,2025-02-23 03:00:00,2025-02-23,6,3,2,Porur,Bike,Rain,None,80,58,22,0.725,Medium,39.54,Medium
427,2025-02-23 06:00:00,2025-02-23,6,6,2,OMR-Perungudi,Bike,Rain,None,50,27,23,0.54,Low,34.03,Low
428,2025-02-23 09:00:00,2025-02-23,6,9,2,Porur,Bike,Cloudy,None,100,86,14,0.86,High,42.68,High
429,2025-02-23 12:00:00,2025-02-23,6,12,2,Mylapore,SUV,Rain,None,50,35,15,0.7,Medium,35.75,Medium
430,2025-02-23 15:00:00,2025-02-23,6,15,2,Porur,Bike,Cloudy,None,50,21,29,0.42,Low,33.06,Low
431,2025-02-23 18:00:00,2025-02-23,6,18,2,Guindy,Bike,Cloudy,Sale,50,46,4,0.92,High,38.3,High
432,2025-02-23 21:00:00,2025-02-23,6,21,2,T Nagar,Bike,Clear,Sale,50,28,22,0.56,Medium,30.2,Medium
433,2025-02-24 00:00:00,2025-02-24,0,0,2,Porur,SUV,Clear,None,100,33,67,0.33,Low,31.09,Low
434,2025-02-24 03:00:00,2025-02-24,0,3,2,Porur,SUV,Clear,None,80,33,47,0.412,Low,32.8,Low
435,2025-02-24 06:00:00,2025-02-24,0,6,2,Koyambedu,SUV,Cloudy,None,40,20,20,0.5,Low,34.8,Low
436,2025-02-24 09:00:00,2025-02-24,0,9,2,Adyar,Bike,Clear,None,100,61,39,0.61,Medium,35.54,Medium
437,2025-02-24 12:00:00,2025-02-24,0,12,2,Mylapore,SUV,Clear,None,30,14,16,0.467,Low,31.51,Low
438,2025-02-24 15:00:00,2025-02-24,0,15,2,Anna Nagar,Bike,Rain,None,60,19,41,0.317,Low,28.33,Low
439,2025-02-24 18:00:00,2025-02-24,0,18,2,Mylapore,Bike,Rain,None,100,54,46,0.54,Low,32.77,Low
440,2025-02-24 21:00:00,2025-02-24,0,21,2,Porur,SUV,Cloudy,None,100,38,62,0.38,Low,32.11,Low
441,2025-02-25 00:00:00,2025-02-25,1,0,2,Koyambedu,Car,Cloudy,None,40,16,24,0.4,Low,32.87,Low
442,2025-02-25 03:00:00,2025-02-25,1,3,2,Anna Nagar,Car,Clear,Weekend,60,28,32,0.467,Low,31.25,Low
443,2025-02-25 06:00:00,2025-02-25,1,6,2,Guindy,Bike,Cloudy,None,60,13,47,0.217,Low,25.06,Low
444,2025-02-25 09:00:00,2025-02-25,1,9,2,T Nagar,Bike,Cloudy,None,30,19,11,0.633,Medium,31.21,Medium
445,2025-02-25 12:00:00,2025-02-25,1,12,2,Porur,Bike,Clear,Sale,60,27,33,0.45,Low,33.63,Low
446,2025-02-25 15:00:00,2025-02-25,1,15,2,Anna Nagar,Car,Clear,None,80,32,48,0.4,Low,29.99,Low
447,2025-02-25 18:00:00,2025-02-25,1,18,2,Tambaram,SUV,Cloudy,Festival,40,38,2,0.95,High,37.27,High
448,2025-02-25 21:00:00,2025-02-25,1,21,2,Anna Nagar,SUV,Cloudy,Festival,30,18,12,0.6,Medium,33.98,Medium
449,2025-02-26 00:00:00,2025-02-26,2,0,2,Adyar,Bike,Cloudy,None,40,14,26,0.35,Low,30.02,Low
450,2025-02-26 03:00:00,2025-02-26,2,3,2,Guindy,Car,Clear,None,80,21,59,0.263,Low,26.01,Low
451,2025-02-26 06:00:00,2025-02-26,2,6,2,Anna Nagar,Car,Rain,None,40,17,23,0.425,Low,30.41,Low
452,2025-02-26 09:00:00,2025-02-26,2,9,2,Porur,Bike,Cloudy,None,60,42,18,0.7,Medium,39.26,Medium
453,2025-02-26 12:00:00,2025-02-26,2,12,2,Porur,SUV,Clear,Festival,80,46,34,0.575,Medium,36.34,Medium
454,2025-02-26 15:00:00,2025-02-26,2,15,2,Tambaram,Bike,Cloudy,None,100,42,58,0.42,Low,27.57,Low
455,2025-02-26 18:00:00,2025-02-26,2,18,2,Porur,SUV,Clear,None,40,22,18,0.55,Medium,36.04,Medium
456,2025-02-26 21:00:00,2025-02-26,2,21,2,Porur,Bike,Rain,None,100,37,63,0.37,Low,31.92,Low
457,2025-02-27 00:00:00,2025-02-27,3,0,2,Tambaram,Bike,Rain,None,80,34,46,0.425,Low,27.59,Low
458,2025-02-27 03:00:00,2025-02-27,3,3,2,Anna Nagar,Bike,Cloudy,Festival,60,36,24,0.6,Medium,33.82,Medium
459,2025-02-27 06:00:00,2025-02-27,3,6,2,OMR-Perungudi,Car,Cloudy,Festival,60,38,22,0.633,Medium,36.16,Medium
460,2025-02-27 09:00:00,2025-02-27,3,9,2,Adyar,Car,Rain,Festival,100,88,12,0.88,High,41.3,High
461,2025-02-27 12:00:00,2025-02-27,3,12,2,OMR-Perungudi,SUV,Clear,None,60,30,30,0.5,Low,33.5,Low
462,2025-02-27 15:00:00,2025-02-27,3,15,2,Velachery,Car,Rain,Weekend,30,17,13,0.567,Medium,31.45,Medium
463,2025-02-27 18:00:00,2025-02-27,3,18,2,Koyambedu,SUV,Clear,None,80,44,36,0.55,Low,35.75,Low
464,2025-02-27 21:00:00,2025-02-27,3,21,2,Mylapore,Bike,Cloudy,None,30,12,18,0.4,Low,29.86,Low
465,2025-02-28 00:00:00,2025-02-28,4,0,2,Velachery,Car,Clear,None,80,27,53,0.338,Low,27.45,Low
466,2025-02-28 03:00:00,2025-02-28,4,3,2,OMR-Perungudi,Bike,Clear,None,60,20,40,0.333,Low,29.88,Low
467,2025-02-28 06:00:00,2025-02-28,4,6,2,Porur,Car,Clear,None,100,40,60,0.4,Low,32.62,Low
468,2025-02-28 09:00:00,2025-02-28,4,9,2,Adyar,SUV,Clear,None,80,53,27,0.662,Medium,36.67,Medium
469,2025-02-28 12:00:00,2025-02-28,4,12,2,Velachery,Car,Rain,Sale,80,47,33,0.588,Medium,32.1,Medium
470,2025-02-28 15:00:00,2025-02-28,4,15,2,Mylapore,Car,Clear,None,30,9,21,0.3,Low,28.02,Low
471,2025-02-28 18:00:00,2025-02-28,4,18,2,Guindy,Bike,Clear,Sale,50,39,11,0.78,Medium,35.7,Medium
472,2025-02-28 21:00:00,2025-02-28,4,21,2,Guindy,SUV,Cloudy,None,30,6,24,0.2,Low,24.7,Low
473,2025-03-01 00:00:00,2025-03-01,5,0,3,Anna Nagar,SUV,Clear,Weekend,100,53,47,0.53,Low,32.47,Low
474,2025-03-01 03:00:00,2025-03-01,5,3,3,Guindy,Car,Rain,None,80,58,22,0.725,Medium,34.6,Medium
475,2025-03-01 06:00:00,2025-03-01,5,6,3,T Nagar,Bike,Cloudy,None,50,35,15,0.7,Medium,32.45,Medium
476,2025-03-01 09:00:00,2025-03-01,5,9,3,OMR-Perungudi,Bike,Clear,Weekend,60,53,7,0.883,High,41.22,High
477,2025-03-01 12:00:00,2025-03-01,5,12,3,Anna Nagar,Car,Rain,None,50,33,17,0.66,Medium,34.99,Medium
478,2025-03-01 15:00:00,2025-03-01,5,15,3,T Nagar,Car,Cloudy,None,100,58,42,0.58,Medium,30.53,Medium
479,2025-03-01 18:00:00,2025-03-01,5,18,3,Adyar,Bike,Clear,None,40,39,1,0.975,High,43.29,High
480,2025-03-01 21:00:00,2025-03-01,5,21,3,Koyambedu,SUV,Clear,None,100,62,38,0.62,Medium,37.38,Medium
481,2025-03-02 00:00:00,2025-03-02,6,0,3,T Nagar,Car,Clear,None,60,31,29,0.517,Low,29.36,Low
482,2025-03-02 03:00:00,2025-03-02,6,3,3,Anna Nagar,SUV,Clear,Sale,80,52,28,0.65,Medium,34.94,Medium
483,2025-03-02 06:00:00,2025-03-02,6,6,3,Koyambedu,Bike,Cloudy,None,50,22,28,0.44,Low,33.32,Low
484,2025-03-02 09:00:00,2025-03-02,6,9,3,Adyar,SUV,Rain,Weekend,50,49,1,0.98,High,43.29,High
485,2025-03-02 12:00:00,2025-03-02,6,12,3,Adyar,SUV,Clear,None,60,28,32,0.467,Low,32.72,Low
486,2025-03-02 15:00:00,2025-03-02,6,15,3,Anna Nagar,Car,Clear,None,100,42,58,0.42,Low,30.24,Low
487,2025-03-02 18:00:00,2025-03-02,6,18,3,Tambaram,Bike,Cloudy,None,100,76,24,0.76,Medium,33.65,Medium
488,2025-03-02 21:00:00,2025-03-02,6,21,3,Guindy,SUV,Clear,None,60,27,33,0.45,Low,29.38,Low
489,2025-03-03 00:00:00,2025-03-03,0,0,3,Mylapore,SUV,Clear,Weekend,40,24,16,0.6,Medium,33.98,Medium
490,2025-03-03 03:00:00,2025-03-03,0,3,3,Anna Nagar,Bike,Clear,Weekend,60,32,28,0.533,Low,32.7,Low
491,2025-03-03 06:00:00,2025-03-03,0,6,3,OMR-Perungudi,Car,Clear,None,80,28,52,0.35,Low,30.23,Low
492,2025-03-03 09:00:00,2025-03-03,0,9,3,Tambaram,Bike,Clear,None,100,72,28,0.72,Medium,32.93,Medium
493,2025-03-03 12:00:00,2025-03-03,0,12,3,Velachery,Bike,Clear,Festival,80,52,28,0.65,Medium,33.4,Medium
494,2025-03-03 15:00:00,2025-03-03,0,15,3,Guindy,Car,Clear,None,100,28,72,0.28,Low,26.31,Low
495,2025-03-03 18:00:00,2025-03-03,0,18,3,Adyar,Bike,Clear,Festival,80,78,2,0.975,High,43.29,High
496,2025-03-03 21:00:00,2025-03-03,0,21,3,Adyar,Car,Rain,None,50,24,26,0.48,Low,32.79,Low
497,2025-03-04 00:00:00,2025-03-04,1,0,3,Adyar,Bike,Rain,None,100,35,65,0.35,Low,30.18,Low
498,2025-03-04 03:00:00,2025-03-04,1,3,3,Adyar,Car,Clear,None,100,33,67,0.33,Low,29.93,Low
499,2025-03-04 06:00:00,2025-03-04,1,6,3,OMR-Perungudi,SUV,Clear,Festival,50,29,21,0.58,Medium,35.0,Medium
500,2025-03-04 09:00:00,2025-03-04,1,9,3,Tambaram,Bike,Clear,None,50,24,26,0.48,Low,28.81,Low
501,2025-03-04 12:00:00,2025-03-04,1,12,3,Mylapore,Bike,Cloudy,Weekend,30,17,13,0.567,Medium,33.37,Medium
502,2025-03-04 15:00:00,2025-03-04,1,15,3,Adyar,Car,Clear,None,50,25,25,0.5,Low,33.41,Low
503,2025-03-04 18:00:00,2025-03-04,1,18,3,Anna Nagar,SUV,Rain,None,30,17,13,0.567,Medium,33.25,Medium
504,2025-03-04 21:00:00,2025-03-04,1,21,3,Guindy,Bike,Clear,None,50,20,30,0.4,Low,28.47,Low
505,2025-03-05 00:00:00,2025-03-05,2,0,3,Koyambedu,SUV,Cloudy,None,40,13,27,0.325,Low,31.08,Low
506,2025-03-05 03:00:00,2025-03-05,2,3,3,Tambaram,SUV,Clear,Festival,50,31,19,0.62,Medium,31.0,Medium
507,2025-03-05 06:00:00,2025-03-05,2,6,3,Mylapore,Car,Cloudy,None,60,20,40,0.333,Low,28.59,Low
508,2025-03-05 09:00:00,2025-03-05,2,9,3,Anna Nagar,SUV,Clear,None,100,53,47,0.53,Low,32.51,Low
509,2025-03-05 12:00:00,2025-03-05,2,12,3,T Nagar,SUV,Cloudy,None,80,31,49,0.388,Low,26.91,Low
510,2025-03-05 15:00:00,2025-03-05,2,15,3,T Nagar,Car,Cloudy,None,30,9,21,0.3,Low,25.64,Low
511,2025-03-05 18:00:00,2025-03-05,2,18,3,Velachery,Bike,Clear,None,100,62,38,0.62,Medium,32.75,Medium
512,2025-03-05 21:00:00,2025-03-05,2,21,3,Tambaram,SUV,Cloudy,None,30,11,19,0.367,Low,26.77,Low
513,2025-03-06 00:00:00,2025-03-06,3,0,3,Mylapore,SUV,Clear,None,100,33,67,0.33,Low,28.55,Low
514,2025-03-06 03:00:00,2025-03-06,3,3,3,Guindy,SUV,Cloudy,None,30,9,21,0.3,Low,26.81,Low
515,2025-03-06 06:00:00,2025-03-06,3,6,3,Porur,Bike,Cloudy,None,30,10,20,0.333,Low,31.21,Low
516,2025-03-06 09:00:00,2025-03-06,3,9,3,Anna Nagar,Car,Clear,Weekend,30,23,7,0.767,Medium,37.45,Medium
517,2025-03-06 12:00:00,2025-03-06,3,12,3,Adyar,Bike,Cloudy,None,80,34,46,0.425,Low,31.7,Low
518,2025-03-06 15:00:00,2025-03-06,3,15,3,Guindy,SUV,Clear,None,30,8,22,0.267,Low,26.14,Low
519,2025-03-06 18:00:00,2025-03-06,3,18,3,Adyar,Car,Cloudy,None,100,64,36,0.64,Medium,36.21,Medium
520,2025-03-06 21:00:00,2025-03-06,3,21,3,T Nagar,Bike,Clear,None,30,12,18,0.4,Low,27.38,Low
521,2025-03-07 00:00:00,2025-03-07,4,0,3,T Nagar,Bike,Clear,None,100,22,78,0.22,Low,23.9,Low
522,2025-03-07 03:00:00,2025-03-07,4,3,3,Guindy,Car,Clear,Festival,100,69,31,0.69,Medium,34.11,Medium
523,2025-03-07 06:00:00,2025-03-07,4,6,3,OMR-Perungudi,SUV,Rain,None,30,11,19,0.367,Low,30.8,Low
524,2025-03-07 09:00:00,2025-03-07,4,9,3,Koyambedu,SUV,Rain,None,60,44,16,0.733,Medium,39.67,Medium
525,2025-03-07 12:00:00,2025-03-07,4,12,3,Porur,Bike,Clear,None,80,23,57,0.287,Low,30.24,Low
526,2025-03-07 15:00:00,2025-03-07,4,15,3,T Nagar,SUV,Cloudy,None,40,9,31,0.225,Low,24.24,Low
527,2025-03-07 18:00:00,2025-03-07,4,18,3,Guindy,SUV,Clear,None,30,14,16,0.467,Low,29.88,Low
528,2025-03-07 21:00:00,2025-03-07,4,21,3,Guindy,SUV,Clear,Weekend,100,47,53,0.47,Low,29.96,Low
529,2025-03-08 00:00:00,2025-03-08,5,0,3,Anna Nagar,Bike,Clear,Festival,100,85,15,0.85,High,38.85,High
530,2025-03-08 03:00:00,2025-03-08,5,3,3,T Nagar,Bike,Cloudy,None,30,15,15,0.5,Low,28.78,Low
531,2025-03-08 06:00:00,2025-03-08,5,6,3,Koyambedu,Bike,Clear,Sale,80,62,18,0.775,Medium,40.87,Medium
532,2025-03-08 09:00:00,2025-03-08,5,9,3,T Nagar,Bike,Rain,None,100,73,27,0.73,Medium,33.09,Medium
533,2025-03-08 12:00:00,2025-03-08,5,12,3,Adyar,Car,Clear,None,50,26,24,0.52,Low,33.86,Low
534,2025-03-08 15:00:00,2025-03-08,5,15,3,Koyambedu,Bike,Cloudy,None,100,46,54,0.46,Low,34.0,Low
535,2025-03-08 18:00:00,2025-03-08,5,18,3,Adyar,Bike,Clear,None,100,73,27,0.73,Medium,38.07,Medium
536,2025-03-08 21:00:00,2025-03-08,5,21,3,Anna Nagar,Car,Clear,None,100,53,47,0.53,Low,32.57,Low
537,2025-03-09 00:00:00,2025-03-09,6,0,3,T Nagar,Car,Cloudy,None,50,25,25,0.5,Low,28.84,Low
538,2025-03-09 03:00:00,2025-03-09,6,3,3,Anna Nagar,SUV,Clear,None,30,15,15,0.5,Low,31.88,Low
539,2025-03-09 06:00:00,2025-03-09,6,6,3,OMR-Perungudi,SUV,Clear,None,60,37,23,0.617,Medium,35.64,Medium
540,2025-03-09 09:00:00,2025-03-09,6,9,3,Velachery,Bike,Clear,None,80,59,21,0.738,Medium,34.87,Medium
541,2025-03-09 12:00:00,2025-03-09,6,12,3,T Nagar,SUV,Cloudy,None,50,31,19,0.62,Medium,31.28,Medium
542,2025-03-09 15:00:00,2025-03-09,6,15,3,OMR-Perungudi,Bike,Clear,None,40,18,22,0.45,Low,32.1,Low
543,2025-03-09 18:00:00,2025-03-09,6,18,3,Anna Nagar,Car,Clear,None,40,33,7,0.825,High,38.28,High
544,2025-03-09 21:00:00,2025-03-09,6,21,3,Velachery,Bike,Clear,None,40,26,14,0.65,Medium,33.2,Medium
545,2025-03-10 00:00:00,2025-03-10,0,0,3,Velachery,SUV,Clear,None,50,8,42,0.16,Low,23.88,Low
546,2025-03-10 03:00:00,2025-03-10,0,3,3,Mylapore,Car,Clear,None,80,23,57,0.287,Low,27.67,Low
547,2025-03-10 06:00:00,2025-03-10,0,6,3,Porur,SUV,Clear,Weekend,30,15,15,0.5,Low,35.15,Low
548,2025-03-10 09:00:00,2025-03-10,0,9,3,Guindy,SUV,Clear,None,50,29,21,0.58,Medium,32.03,Medium
549,2025-03-10 12:00:00,2025-03-10,0,12,3,Koyambedu,SUV,Cloudy,None,40,16,24,0.4,Low,32.85,Low
550,2025-03-10 15:00:00,2025-03-10,0,15,3,Adyar,Bike,Rain,None,60,23,37,0.383,Low,30.9,Low
551,2025-03-10 18:00:00,2025-03-10,0,18,3,Porur,SUV,Clear,None,100,61,39,0.61,Medium,37.11,Medium
552,2025-03-10 21:00:00,2025-03-10,0,21,3,Adyar,Bike,Cloudy,None,50,18,32,0.36,Low,30.61,Low
553,2025-03-11 00:00:00,2025-03-11,1,0,3,Tambaram,SUV,Clear,Weekend,30,17,13,0.567,Medium,30.14,Medium
554,2025-03-11 03:00:00,2025-03-11,1,3,3,Anna Nagar,SUV,Clear,Festival,100,67,33,0.67,Medium,35.27,Medium
555,2025-03-11 06:00:00,2025-03-11,1,6,3,Mylapore,SUV,Cloudy,None,100,41,59,0.41,Low,30.06,Low
556,2025-03-11 09:00:00,2025-03-11,1,9,3,Velachery,Bike,Clear,None,60,34,26,0.567,Medium,31.72,Medium
557,2025-03-11 12:00:00,2025-03-11,1,12,3,Adyar,Bike,Cloudy,None,50,17,33,0.34,Low,30.06,Low
558,2025-03-11 15:00:00,2025-03-11,1,15,3,Velachery,Bike,Clear,Sale,60,31,29,0.517,Low,30.74,Low
559,2025-03-11 18:00:00,2025-03-11,1,18,3,OMR-Perungudi,Bike,Rain,Weekend,80,67,13,0.838,High,40.21,High
560,2025-03-11 21:00:00,2025-03-11,1,21,3,OMR-Perungudi,SUV,Clear,Festival,30,18,12,0.6,Medium,35.76,Medium
561,2025-03-12 00:00:00,2025-03-12,2,0,3,Koyambedu,Car,Clear,Weekend,100,49,51,0.49,Low,34.65,Low
562,2025-03-12 03:00:00,2025-03-12,2,3,3,Tambaram,SUV,Clear,None,40,21,19,0.525,Low,29.29,Low
563,2025-03-12 06:00:00,2025-03-12,2,6,3,Guindy,Car,Clear,Sale,50,31,19,0.62,Medium,32.71,Medium
564,2025-03-12 09:00:00,2025-03-12,2,9,3,Velachery,SUV,Cloudy,None,50,30,20,0.6,Medium,32.41,Medium
565,2025-03-12 12:00:00,2025-03-12,2,12,3,Koyambedu,Bike,Clear,None,100,45,55,0.45,Low,33.64,Low
566,2025-03-12 15:00:00,2025-03-12,2,15,3,Mylapore,Bike,Clear,None,100,32,68,0.32,Low,28.28,Low
567,2025-03-12 18:00:00,2025-03-12,2,18,3,T Nagar,Car,Clear,None,60,26,34,0.433,Low,27.87,Low
568,2025-03-12 21:00:00,2025-03-12,2,21,3,Velachery,Bike,Clear,None,100,27,73,0.27,Low,26.09,Low
569,2025-03-13 00:00:00,2025-03-13,3,0,3,Adyar,Bike,Clear,None,80,16,64,0.2,Low,27.15,Low
570,2025-03-13 03:00:00,2025-03-13,3,3,3,Mylapore,SUV,Clear,None,50,16,34,0.32,Low,28.37,Low
571,2025-03-13 06:00:00,2025-03-13,3,6,3,Velachery,SUV,Cloudy,Weekend,30,15,15,0.5,Low,30.48,Low
572,2025-03-13 09:00:00,2025-03-13,3,9,3,Anna Nagar,Car,Clear,None,100,73,27,0.73,Medium,36.54,Medium
573,2025-03-13 12:00:00,2025-03-13,3,12,3,Tambaram,Bike,Clear,None,80,30,50,0.375,Low,26.77,Low
574,2025-03-13 15:00:00,2025-03-13,3,15,3,Anna Nagar,Car,Clear,None,40,13,27,0.325,Low,28.58,Low
575,2025-03-13 18:00:00,2025-03-13,3,18,3,Koyambedu,Car,Clear,None,40,27,13,0.675,Medium,38.39,Medium
576,2025-03-13 21:00:00,2025-03-13,3,21,3,Adyar,Car,Cloudy,None,40,8,32,0.2,Low,27.2,Low
577,2025-03-14 00:00:00,2025-03-14,4,0,3,Koyambedu,Bike,Clear,Festival,30,20,10,0.667,Medium,38.45,Medium
578,2025-03-14 03:00:00,2025-03-14,4,3,3,Tambaram,Bike,Clear,None,40,16,24,0.4,Low,27.41,Low
579,2025-03-14 06:00:00,2025-03-14,4,6,3,OMR-Perungudi,Bike,Clear,None,100,23,77,0.23,Low,27.8,Low
580,2025-03-14 09:00:00,2025-03-14,4,9,3,Koyambedu,SUV,Cloudy,None,30,22,8,0.733,Medium,39.58,Medium
581,2025-03-14 12:00:00,2025-03-14,4,12,3,Anna Nagar,SUV,Clear,None,100,38,62,0.38,Low,29.47,Low
582,2025-03-14 15:00:00,2025-03-14,4,15,3,Koyambedu,Car,Clear,None,30,10,20,0.333,Low,30.84,Low
583,2025-03-14 18:00:00,2025-03-14,4,18,3,Porur,SUV,Cloudy,None,30,20,10,0.667,Medium,38.7,Medium
584,2025-03-14 21:00:00,2025-03-14,4,21,3,Guindy,Bike,Clear,None,60,32,28,0.533,Low,31.05,Low
585,2025-03-15 00:00:00,2025-03-15,5,0,3,Anna Nagar,SUV,Cloudy,None,60,34,26,0.567,Medium,33.38,Medium
586,2025-03-15 03:00:00,2025-03-15,5,3,3,Anna Nagar,Car,Clear,None,80,44,36,0.55,Low,32.89,Low
587,2025-03-15 06:00:00,2025-03-15,5,6,3,Tambaram,Car,Rain,None,60,34,26,0.567,Medium,30.32,Medium
588,2025-03-15 09:00:00,2025-03-15,5,9,3,Mylapore,SUV,Clear,None,40,28,12,0.7,Medium,36.1,Medium
589,2025-03-15 12:00:00,2025-03-15,5,12,3,OMR-Perungudi,Bike,Cloudy,None,100,63,37,0.63,Medium,35.97,Medium
590,2025-03-15 15:00:00,2025-03-15,5,15,3,Mylapore,Car,Clear,None,60,28,32,0.467,Low,31.14,Low
591,2025-03-15 18:00:00,2025-03-15,5,18,3,Porur,Car,Clear,None,30,24,6,0.8,Medium,40.97,Medium
592,2025-03-15 21:00:00,2025-03-15,5,21,3,Mylapore,SUV,Cloudy,Festival,80,66,14,0.825,High,38.27,High
593,2025-03-16 00:00:00,2025-03-16,6,0,3,OMR-Perungudi,SUV,Clear,None,30,17,13,0.567,Medium,34.76,Medium
594,2025-03-16 03:00:00,2025-03-16,6,3,3,Tambaram,SUV,Clear,Weekend,80,54,26,0.675,Medium,32.18,Medium
595,2025-03-16 06:00:00,2025-03-16,6,6,3,Mylapore,SUV,Clear,None,80,49,31,0.613,Medium,34.14,Medium
596,2025-03-16 09:00:00,2025-03-16,6,9,3,Adyar,Bike,Clear,Weekend,50,43,7,0.86,High,40.79,High
597,2025-03-16 12:00:00,2025-03-16,6,12,3,Tambaram,Car,Rain,None,30,18,12,0.6,Medium,30.59,Medium
598,2025-03-16 15:00:00,2025-03-16,6,15,3,Adyar,SUV,Clear,None,100,45,55,0.45,Low,32.35,Low
599,2025-03-16 18:00:00,2025-03-16,6,18,3,Koyambedu,Car,Cloudy,None,100,77,23,0.77,Medium,40.73,Medium
600,2025-03-16 21:00:00,2025-03-16,6,21,3,Adyar,SUV,Clear,None,30,17,13,0.567,Medium,34.6,Medium
601,2025-03-17 00:00:00,2025-03-17,0,0,3,OMR-Perungudi,Bike,Cloudy,None,40,18,22,0.45,Low,32.12,Low
602,2025-03-17 03:00:00,2025-03-17,0,3,3,Koyambedu,SUV,Clear,Sale,50,24,26,0.48,Low,34.29,Low
603,2025-03-17 06:00:00,2025-03-17,0,6,3,Velachery,Car,Cloudy,Sale,40,26,14,0.65,Medium,33.28,Medium
604,2025-03-17 09:00:00,2025-03-17,0,9,3,Porur,Car,Rain,None,100,79,21,0.79,Medium,41.03,Medium
605,2025-03-17 12:00:00,2025-03-17,0,12,3,Anna Nagar,SUV,Clear,None,100,38,62,0.38,Low,29.58,Low
606,2025-03-17 15:00:00,2025-03-17,0,15,3,Guindy,SUV,Cloudy,None,60,32,28,0.533,Low,31.02,Low
607,2025-03-17 18:00:00,2025-03-17,0,18,3,Guindy,Car,Cloudy,None,60,34,26,0.567,Medium,31.74,Medium
608,2025-03-17 21:00:00,2025-03-17,0,21,3,Guindy,Bike,Cloudy,Festival,80,46,34,0.575,Medium,31.97,Medium
609,2025-03-18 00:00:00,2025-03-18,1,0,3,Mylapore,SUV,Clear,None,60,12,48,0.2,Low,26.11,Low
610,2025-03-18 03:00:00,2025-03-18,1,3,3,Velachery,SUV,Cloudy,Sale,100,70,30,0.7,Medium,34.22,Medium
611,2025-03-18 06:00:00,2025-03-18,1,6,3,Tambaram,Bike,Clear,Festival,30,21,9,0.7,Medium,32.64,Medium
612,2025-03-18 09:00:00,2025-03-18,1,9,3,Adyar,Bike,Cloudy,None,60,38,22,0.633,Medium,35.95,Medium
613,2025-03-18 12:00:00,2025-03-18,1,12,3,OMR-Perungudi,Bike,Rain,None,80,36,44,0.45,Low,32.36,Low
614,2025-03-18 15:00:00,2025-03-18,1,15,3,T Nagar,Bike,Cloudy,None,30,9,21,0.3,Low,25.22,Low
615,2025-03-18 18:00:00,2025-03-18,1,18,3,T Nagar,Bike,Clear,Weekend,30,27,3,0.9,High,36.48,High
616,2025-03-18 21:00:00,2025-03-18,1,21,3,T Nagar,Car,Cloudy,None,60,23,37,0.383,Low,27.03,Low
617,2025-03-19 00:00:00,2025-03-19,2,0,3,Porur,Car,Rain,Weekend,40,22,18,0.55,Medium,36.07,Medium
618,2025-03-19 03:00:00,2025-03-19,2,3,3,Tambaram,SUV,Cloudy,None,50,22,28,0.44,Low,27.89,Low
619,2025-03-19 06:00:00,2025-03-19,2,6,3,Anna Nagar,SUV,Clear,None,30,12,18,0.4,Low,29.69,Low
620,2025-03-19 09:00:00,2025-03-19,2,9,3,Adyar,Car,Cloudy,None,60,39,21,0.65,Medium,36.41,Medium
621,2025-03-19 12:00:00,2025-03-19,2,12,3,Adyar,SUV,Clear,None,60,17,43,0.283,Low,28.94,Low
622,2025-03-19 15:00:00,2025-03-19,2,15,3,Mylapore,Car,Clear,None,30,12,18,0.4,Low,29.68,Low
623,2025-03-19 18:00:00,2025-03-19,2,18,3,Guindy,Bike,Clear,None,100,75,25,0.75,Medium,35.19,Medium
624,2025-03-19 21:00:00,2025-03-19,2,21,3,Velachery,Bike,Clear,Weekend,100,58,42,0.58,Medium,31.92,Medium
625,2025-03-20 00:00:00,2025-03-20,3,0,3,Porur,Car,Cloudy,None,40,20,20,0.5,Low,34.96,Low
626,2025-03-20 03:00:00,2025-03-20,3,3,3,Anna Nagar,SUV,Clear,None,30,9,21,0.3,Low,28.12,Low
627,2025-03-20 06:00:00,2025-03-20,3,6,3,Anna Nagar,SUV,Clear,None,60,16,44,0.267,Low,27.36,Low
628,2025-03-20 09:00:00,2025-03-20,3,9,3,Anna Nagar,Car,Clear,None,60,35,25,0.583,Medium,33.68,Medium
629,2025-03-20 12:00:00,2025-03-20,3,12,3,Velachery,SUV,Clear,None,30,11,19,0.367,Low,27.7,Low
630,2025-03-20 15:00:00,2025-03-20,3,15,3,Guindy,Car,Clear,Sale,50,32,18,0.64,Medium,33.05,Medium
631,2025-03-20 18:00:00,2025-03-20,3,18,3,Adyar,SUV,Clear,None,50,23,27,0.46,Low,32.62,Low
632,2025-03-20 21:00:00,2025-03-20,3,21,3,Koyambedu,SUV,Cloudy,None,100,50,50,0.5,Low,34.85,Low
633,2025-03-21 00:00:00,2025-03-21,4,0,3,T Nagar,SUV,Clear,Weekend,100,46,54,0.46,Low,28.23,Low
